Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No
22994,43.581566,-70.211563,29,ME,314,Rosa,rugosa,rugosa rose,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,229,2457617,-9999,15,-9999
22994,43.581566,-70.211563,29,ME,314,Rosa,rugosa,rugosa rose,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,229,2457617,-9999,15,-9999
22994,43.581566,-70.211563,29,ME,314,Rosa,rugosa,rugosa rose,Plantae,504,Recent fruit or seed drop,1,2016,244,2457632,-9999,15,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22994,43.581566,-70.211563,29,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,292,Live individuals,1,2016,203,2457591,-9999,15,-9999,1,2016,203,2457591,-9999,26,-9999
22994,43.581566,-70.211563,29,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,312,Flower visitation,1,2016,203,2457591,-9999,15,-9999,1,2016,203,2457591,-9999,26,-9999
22994,43.581566,-70.211563,29,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,446,Feeding,1,2016,203,2457591,-9999,15,-9999,1,2016,203,2457591,-9999,26,-9999
22994,43.581566,-70.211563,29,ME,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2016,244,2457632,-9999,15,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
22994,43.581566,-70.211563,29,ME,396,Danaus,plexippus,monarch,Animalia,327,Adults,1,2016,229,2457617,-9999,26,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,500,Flowers or flower buds,1,2016,119,2457507,-9999,10,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,501,Open flowers,1,2016,119,2457507,-9999,10,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,516,Fruits,1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,36,Syringa,vulgaris,common lilac,Plantae,205,Open flowers (lilac),1,2016,139,2457527,-9999,20,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,36,Syringa,vulgaris,common lilac,Plantae,373,Breaking leaf buds (lilac/honeysuckle),1,2016,145,2457533,-9999,6,-9999,1,2016,119,2457507,-9999,20,-9999
23051,43.623219,-70.273483,14,ME,36,Syringa,vulgaris,common lilac,Plantae,374,All leaf buds broken (lilac/honeysuckle),1,2016,139,2457527,-9999,20,-9999,1,2016,139,2457527,-9999,6,-9999
23051,43.623219,-70.273483,14,ME,53,Pinus,strobus,eastern white pine,Plantae,392,Unripe seed cones,1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,53,Pinus,strobus,eastern white pine,Plantae,490,Pollen cones (conifers),1,2016,139,2457527,-9999,20,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,189,Taraxacum,officinale,common dandelion,Plantae,390,Ripe fruits,1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,189,Taraxacum,officinale,common dandelion,Plantae,500,Flowers or flower buds,1,2016,109,2457497,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,189,Taraxacum,officinale,common dandelion,Plantae,501,Open flowers,1,2016,109,2457497,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,189,Taraxacum,officinale,common dandelion,Plantae,504,Recent fruit or seed drop,1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,189,Taraxacum,officinale,common dandelion,Plantae,516,Fruits,1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,197,Asclepias,incarnata,swamp milkweed,Plantae,482,Initial growth (forbs),1,2016,139,2457527,-9999,20,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,197,Asclepias,incarnata,swamp milkweed,Plantae,488,Leaves (forbs),1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,199,Asclepias,syriaca,common milkweed,Plantae,482,Initial growth (forbs),1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23051,43.623219,-70.273483,14,ME,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),1,2016,145,2457533,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,3,Acer,rubrum,red maple,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,120,2457508,-9999,11,-9999
23072,44.41692,-68.511009,26,ME,3,Acer,rubrum,red maple,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,120,2457508,-9999,11,-9999
23072,44.41692,-68.511009,26,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,112,2457500,-9999,8,-9999
23072,44.41692,-68.511009,26,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,488,Leaves (forbs),1,2016,112,2457500,-9999,9,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,500,Flowers or flower buds,1,2016,112,2457500,-9999,9,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,501,Open flowers,1,2016,131,2457519,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,2016,120,2457508,-9999,8,-9999,1,2016,120,2457508,-9999,11,-9999
23072,44.41692,-68.511009,26,ME,73,Forsythia,spp.,forsythia,Plantae,500,Flowers or flower buds,1,2016,103,2457491,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,73,Forsythia,spp.,forsythia,Plantae,501,Open flowers,1,2016,120,2457508,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,189,Taraxacum,officinale,common dandelion,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,120,2457508,-9999,11,-9999
23072,44.41692,-68.511009,26,ME,189,Taraxacum,officinale,common dandelion,Plantae,501,Open flowers,1,2016,120,2457508,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,234,Lithobates,sylvaticus,wood frog,Animalia,276,Vocalizing,1,2016,102,2457490,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,246,Turdus,migratorius,American robin,Animalia,292,Live individuals,1,2016,120,2457508,-9999,8,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,314,Rosa,rugosa,rugosa rose,Plantae,467,Increasing leaf size,1,2016,131,2457519,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,314,Rosa,rugosa,rugosa rose,Plantae,483,Leaves,1,2016,131,2457519,-9999,11,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,337,Pseudacris,crucifer,spring peeper,Animalia,275,Adults in water,1,2016,120,2457508,-9999,24,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23072,44.41692,-68.511009,26,ME,337,Pseudacris,crucifer,spring peeper,Animalia,276,Vocalizing,1,2016,102,2457490,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23269,44.064526,-69.538147,29,ME,243,Gavia,immer,common loon,Animalia,292,Live individuals,1,2016,115,2457503,-9999,2,-9999,1,2016,257,2457645,-9999,29,-9999
23269,44.064526,-69.538147,29,ME,243,Gavia,immer,common loon,Animalia,293,Calls or song (birds),1,2016,135,2457523,-9999,10,-9999,1,2016,257,2457645,-9999,29,-9999
23269,44.064526,-69.538147,29,ME,243,Gavia,immer,common loon,Animalia,446,Feeding,1,2016,219,2457607,-9999,8,-9999,1,2016,257,2457645,-9999,29,-9999
23269,44.064526,-69.538147,29,ME,246,Turdus,migratorius,American robin,Animalia,292,Live individuals,1,2016,176,2457564,-9999,18,-9999,1,2016,176,2457564,-9999,18,-9999
23269,44.064526,-69.538147,29,ME,246,Turdus,migratorius,American robin,Animalia,446,Feeding,1,2016,176,2457564,-9999,18,-9999,1,2016,176,2457564,-9999,18,-9999
23269,44.064526,-69.538147,29,ME,246,Turdus,migratorius,American robin,Animalia,457,Insect consumption,1,2016,176,2457564,-9999,18,-9999,1,2016,176,2457564,-9999,18,-9999
23269,44.064526,-69.538147,29,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,292,Live individuals,1,2016,188,2457576,-9999,12,-9999,1,2016,232,2457620,-9999,25,-9999
23269,44.064526,-69.538147,29,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,312,Flower visitation,1,2016,188,2457576,-9999,12,-9999,1,2016,188,2457576,-9999,6,-9999
23269,44.064526,-69.538147,29,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,446,Feeding,1,2016,219,2457607,-9999,8,-9999,1,2016,232,2457620,-9999,25,-9999
23412,43.619122,-70.213585,13,ME,288,Bombus,spp.,bumblebee,Animalia,312,Flower visitation,1,2016,121,2457509,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23412,43.619122,-70.213585,13,ME,288,Bombus,spp.,bumblebee,Animalia,327,Adults,1,2016,121,2457509,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23422,43.940613,-69.716995,27,ME,246,Turdus,migratorius,American robin,Animalia,292,Live individuals,1,2016,124,2457512,-9999,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23422,43.940613,-69.716995,27,ME,246,Turdus,migratorius,American robin,Animalia,293,Calls or song (birds),1,2016,124,2457512,-9999,1,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23492,43.820988,-69.593506,11,ME,53,Pinus,strobus,eastern white pine,Plantae,486,Young needles (pines),1,2016,180,2457568,-9999,7,-9999,1,2016,215,2457603,-9999,7,-9999
23492,43.820988,-69.593506,11,ME,53,Pinus,strobus,eastern white pine,Plantae,496,Emerging needles (pines),1,2016,153,2457541,-9999,9,-9999,1,2016,180,2457568,-9999,7,-9999
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,371,Breaking leaf buds,2,2016,130,2457518,0,7,0,2,2016,137,2457525,0,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,390,Ripe fruits,2,2016,153,2457541,0,9,0,2,2016,153,2457541,0,5,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,467,Increasing leaf size,2,2016,149,2457537,4.5,8,1,2,2016,173,2457561,0,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,471,Falling leaves,2,2016,288,2457676,0,10,0,2,2016,297,2457685,3.5,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,483,Leaves,2,2016,144,2457532,0,7,0,2,2016,297,2457685,3.5,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,498,Colored leaves,2,2016,243,2457631,21,7,0,2,2016,297,2457685,3.5,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2016,123,2457511,0,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,2,2016,127,2457515,3.5,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,502,Pollen release (flowers),2,2016,130,2457518,0,7,0,2,2016,130,2457518,0,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,504,Recent fruit or seed drop,2,2016,156,2457544,2.5,7,2,2,2016,158,2457546,0,7,0
23493,43.821156,-69.593506,14,ME,3,Acer,rubrum,red maple,Plantae,516,Fruits,2,2016,144,2457532,0,7,0,2,2016,153,2457541,0,5,0
23669,45.460941,-69.316742,337,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,146,2457534,-9999,8,-9999
23669,45.460941,-69.316742,337,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,146,2457534,-9999,8,-9999
23669,45.460941,-69.316742,337,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,516,Fruits,1,2016,154,2457542,-9999,8,-9999,1,2016,168,2457556,-9999,21,-9999
23669,45.460941,-69.316742,337,ME,53,Pinus,strobus,eastern white pine,Plantae,392,Unripe seed cones,1,2016,202,2457590,-9999,13,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23669,45.460941,-69.316742,337,ME,53,Pinus,strobus,eastern white pine,Plantae,490,Pollen cones (conifers),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,189,2457577,-9999,13,-9999
23669,45.460941,-69.316742,337,ME,189,Taraxacum,officinale,common dandelion,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,145,2457533,-9999,9,-9999
23669,45.460941,-69.316742,337,ME,189,Taraxacum,officinale,common dandelion,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,146,2457534,-9999,8,-9999
23669,45.460941,-69.316742,337,ME,189,Taraxacum,officinale,common dandelion,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,146,2457534,-9999,8,-9999
23669,45.460941,-69.316742,337,ME,189,Taraxacum,officinale,common dandelion,Plantae,504,Recent fruit or seed drop,1,2016,154,2457542,-9999,8,-9999,1,2016,168,2457556,-9999,21,-9999
23669,45.460941,-69.316742,337,ME,189,Taraxacum,officinale,common dandelion,Plantae,516,Fruits,1,2016,146,2457534,-9999,1,-9999,1,2016,154,2457542,-9999,6,-9999
23669,45.460941,-69.316742,337,ME,243,Gavia,immer,common loon,Animalia,292,Live individuals,1,2016,168,2457556,-9999,8,-9999,1,2016,154,2457542,-9999,6,-9999
23669,45.460941,-69.316742,337,ME,243,Gavia,immer,common loon,Animalia,293,Calls or song (birds),1,2016,168,2457556,-9999,8,-9999,1,2016,168,2457556,-9999,1,-9999
23669,45.460941,-69.316742,337,ME,243,Gavia,immer,common loon,Animalia,446,Feeding,1,2016,168,2457556,-9999,8,-9999,1,2016,154,2457542,-9999,6,-9999
23669,45.460941,-69.316742,337,ME,245,Poecile,atricapillus,black-capped chickadee,Animalia,292,Live individuals,1,2016,201,2457589,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23669,45.460941,-69.316742,337,ME,245,Poecile,atricapillus,black-capped chickadee,Animalia,293,Calls or song (birds),1,2016,201,2457589,-9999,12,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23669,45.460941,-69.316742,337,ME,738,Troglodytes,troglodytes,winter wren,Animalia,293,Calls or song (birds),1,2016,160,2457548,-9999,6,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,371,Breaking leaf buds,1,2016,213,2457601,-9999,4,-9999,1,2016,213,2457601,-9999,10,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,390,Ripe fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,161,2457549,-9999,5,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,467,Increasing leaf size,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,243,2457631,-9999,7,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,471,Falling leaves,1,2016,324,2457712,-9999,14,-9999,1,2016,324,2457712,-9999,16,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,483,Leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,324,2457712,-9999,16,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,498,Colored leaves,1,2016,255,2457643,-9999,2,-9999,1,2016,324,2457712,-9999,16,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,500,Flowers or flower buds,1,2016,156,2457544,-9999,1,-9999,1,2016,161,2457549,-9999,5,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,501,Open flowers,1,2016,156,2457544,-9999,1,-9999,1,2016,159,2457547,-9999,7,-9999
23677,43.956326,-70.579216,80,ME,73,Forsythia,spp.,forsythia,Plantae,516,Fruits,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,161,2457549,-9999,5,-9999
23677,43.956326,-70.579216,80,ME,243,Gavia,immer,common loon,Animalia,292,Live individuals,1,2016,161,2457549,-9999,2,-9999,1,2016,324,2457712,-9999,16,-9999
23677,43.956326,-70.579216,80,ME,243,Gavia,immer,common loon,Animalia,293,Calls or song (birds),1,2016,148,2457536,-9999,1,-9999,1,2016,310,2457698,-9999,14,-9999
23677,43.956326,-70.579216,80,ME,243,Gavia,immer,common loon,Animalia,446,Feeding,1,2016,161,2457549,-9999,2,-9999,1,2016,324,2457712,-9999,16,-9999
23677,43.956326,-70.579216,80,ME,371,Haliaeetus,leucocephalus,bald eagle,Animalia,292,Live individuals,1,2016,250,2457638,-9999,7,-9999,1,2016,307,2457695,-9999,3,-9999
23677,43.956326,-70.579216,80,ME,371,Haliaeetus,leucocephalus,bald eagle,Animalia,446,Feeding,1,2016,250,2457638,-9999,7,-9999,1,2016,307,2457695,-9999,3,-9999
23677,43.956326,-70.579216,80,ME,396,Danaus,plexippus,monarch,Animalia,312,Flower visitation,1,2016,167,2457555,-9999,1,-9999,1,2016,255,2457643,-9999,3,-9999
23677,43.956326,-70.579216,80,ME,396,Danaus,plexippus,monarch,Animalia,327,Adults,1,2016,148,2457536,-9999,1,-9999,1,2016,255,2457643,-9999,3,-9999
23677,43.956326,-70.579216,80,ME,396,Danaus,plexippus,monarch,Animalia,333,Caterpillars,1,2016,172,2457560,-9999,5,-9999,1,2016,172,2457560,-9999,3,-9999
23690,44.966442,-70.773682,466,ME,243,Gavia,immer,common loon,Animalia,292,Live individuals,1,2016,185,2457573,-9999,14,-9999,1,2016,239,2457627,-9999,14,-9999
23690,44.966442,-70.773682,466,ME,243,Gavia,immer,common loon,Animalia,293,Calls or song (birds),1,2016,171,2457559,-9999,22,-9999,1,2016,199,2457587,-9999,28,-9999
23714,44.158642,-70.939087,135,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,312,Flower visitation,1,2016,178,2457566,-9999,23,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,390,Ripe fruits,1,2016,172,2457560,-9999,4,-9999,1,2016,172,2457560,-9999,6,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,482,Initial growth (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,185,2457573,-9999,28,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,488,Leaves (forbs),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,213,2457601,-9999,7,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,500,Flowers or flower buds,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,161,2457549,-9999,7,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,161,2457549,-9999,7,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,504,Recent fruit or seed drop,1,2016,178,2457566,-9999,6,-9999,1,2016,185,2457573,-9999,28,-9999
23718,44.159824,-70.937729,124,ME,17,Fragaria,virginiana,Virginia strawberry,Plantae,516,Fruits,1,2016,168,2457556,-9999,7,-9999,1,2016,172,2457560,-9999,6,-9999
23719,44.159801,-70.937897,127,ME,243,Gavia,immer,common loon,Animalia,292,Live individuals,1,2016,172,2457560,-9999,17,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23719,44.159801,-70.937897,127,ME,243,Gavia,immer,common loon,Animalia,293,Calls or song (birds),1,2016,208,2457596,-9999,8,-9999,1,2016,245,2457633,-9999,9,-9999
23719,44.159801,-70.937897,127,ME,243,Gavia,immer,common loon,Animalia,446,Feeding,1,2016,200,2457588,-9999,15,-9999,1,2016,200,2457588,-9999,8,-9999
23719,44.159801,-70.937897,127,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,293,Calls or song (birds),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,223,2457611,-9999,29,-9999
23719,44.159801,-70.937897,127,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,294,Singing individuals (birds),1,2016,223,2457611,-9999,11,-9999,1,2016,223,2457611,-9999,29,-9999
23719,44.159801,-70.937897,127,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,312,Flower visitation,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,223,2457611,-9999,29,-9999
23719,44.159801,-70.937897,127,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,457,Insect consumption,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,223,2457611,-9999,28,-9999
23719,44.159801,-70.937897,127,ME,352,Archilochus,colubris,ruby-throated hummingbird,Animalia,458,Individuals at a feeding station,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,223,2457611,-9999,29,-9999
23773,44.083118,-70.220497,79,ME,36,Syringa,vulgaris,common lilac,Plantae,205,Open flowers (lilac),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,157,2457545,-9999,7,-9999
23773,44.083118,-70.220497,79,ME,36,Syringa,vulgaris,common lilac,Plantae,206,Full flowering (lilac),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,157,2457545,-9999,7,-9999
23773,44.083118,-70.220497,79,ME,36,Syringa,vulgaris,common lilac,Plantae,207,End of flowering (lilac/honeysuckle),1,2016,164,2457552,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23773,44.083118,-70.220497,79,ME,189,Taraxacum,officinale,common dandelion,Plantae,390,Ripe fruits,1,2016,186,2457574,-9999,10,-9999,1,2016,164,2457552,-9999,12,-9999
23773,44.083118,-70.220497,79,ME,189,Taraxacum,officinale,common dandelion,Plantae,500,Flowers or flower buds,1,2016,186,2457574,-9999,10,-9999,1,2016,157,2457545,-9999,7,-9999
23773,44.083118,-70.220497,79,ME,189,Taraxacum,officinale,common dandelion,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,157,2457545,-9999,7,-9999
23773,44.083118,-70.220497,79,ME,189,Taraxacum,officinale,common dandelion,Plantae,504,Recent fruit or seed drop,1,2016,164,2457552,-9999,7,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999
23773,44.083118,-70.220497,79,ME,189,Taraxacum,officinale,common dandelion,Plantae,516,Fruits,1,2016,157,2457545,-9999,7,-9999,1,2016,164,2457552,-9999,12,-9999
23774,44.09671,-70.298843,122,ME,234,Lithobates,sylvaticus,wood frog,Animalia,274,Adults on land,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,178,2457566,-9999,8,-9999
23774,44.09671,-70.298843,122,ME,234,Lithobates,sylvaticus,wood frog,Animalia,276,Vocalizing,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,157,2457545,-9999,21,-9999
23774,44.09671,-70.298843,122,ME,337,Pseudacris,crucifer,spring peeper,Animalia,274,Adults on land,1,2016,178,2457566,-9999,21,-9999,1,2016,178,2457566,-9999,8,-9999
24146,44.338104,-68.066635,8,ME,91,Sorbus,americana,American mountain ash,Plantae,471,Falling leaves,2,2016,280,2457668,0,8,0,1,2016,263,2457651,-9999,9,-9999
24146,44.338104,-68.066635,8,ME,91,Sorbus,americana,American mountain ash,Plantae,498,Colored leaves,1,2016,272,2457660,-9999,9,-9999,1,2016,272,2457660,-9999,8,-9999
24146,44.338104,-68.066635,8,ME,897,Ilex,verticillata,common winterberry ,Plantae,467,Increasing leaf size,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,272,2457660,-9999,8,-9999
24146,44.338104,-68.066635,8,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,467,Increasing leaf size,1,2016,272,2457660,-9999,9,-9999,1,2016,272,2457660,-9999,8,-9999
24146,44.338104,-68.066635,8,ME,1431,Amelanchier,arborea,common serviceberry,Plantae,498,Colored leaves,2,2016,280,2457668,0,8,0,3,2016,263,2457651,0,9,0
24146,44.338104,-68.066635,8,ME,1458,Gaylussacia,baccata,black huckleberry,Plantae,471,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,4,2016,272,2457660,0,8,0
24146,44.338104,-68.066635,8,ME,1458,Gaylussacia,baccata,black huckleberry,Plantae,498,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,272,2457660,-9999,8,-9999
24146,44.338104,-68.066635,8,ME,1475,Morella,pensylvanica,northern bayberry,Plantae,471,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,4,2016,263,2457651,0,9,0
24146,44.338104,-68.066635,8,ME,1475,Morella,pensylvanica,northern bayberry,Plantae,484,Young leaves (tree/shrub),0,-9999,-9999,-9999,-9999,-9999,-9999,1,2016,263,2457651,-9999,9,-9999
24146,44.338104,-68.066635,8,ME,1475,Morella,pensylvanica,northern bayberry,Plantae,498,Colored leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,4,2016,268,2457656,2.598076211,8.5,0.288675135
24271,43.825253,-70.287125,55,ME,3,Acer,rubrum,red maple,Plantae,471,Falling leaves,1,2016,270,2457658,-9999,16,-9999,1,2016,290,2457678,-9999,4,-9999
